1540983278-162,https://www.zomato.com/id/bandung/sushi-tei-sumurbandung,"Tempat favorit toooos kalau ngidam pengen makan Sushi. Tapi ya, makan ini juga kalau lagi ada yang dirayakan aja haha. Btw aku baru nyobain beberapa sushi yang ada di mall-mall Bandung dan sejauh ini baru yang yang ter da best 😚😚",1,,,,
1540983263-120,https://www.zomato.com/id/bandung/bakso-boedjangan-ujungberung/reviews,"Waktu itu kesini rame2 sama teman2 kantor dan hasilnya.. biasa aja menurut saya. Waktu itu saya pesan Nasi Bakso Teriyaki. Dibilang gak enak sih gak juga. Tapi biasa aja. Gak tau ya menu yang lain.
Untuk harga, terjangkau! Cocoklah untuk anak muda.
Pesan saya, bagi yang gak suka durian, jangan kesini. Karena di tempat ini menyajikan durian yang berbagai macam. Saya salah satu pembenci durian jadi pas kesini agak menyiksa saya karna saya harus nahan nafas sepanjang saya disana. Tapi buat yang suka durian, mungkin patut dicoba karena durian sptnya salah satu menu andalannya.",0,,,,
1540983275-154,https://www.zomato.com/id/bandung/yellow-truck-coffee-pasteur/reviews,Terletak di Jl. Surya Sumantri sebelum belokan ke Jl. Lemah Nendeut. Rasa minuman kopi dan makanan barat nya lumayan untuk ukuran cafe kelas ini.,1,,,,
1540983258-112,https://www.zomato.com/id/bandung/warunk-upnormal-lengkong/reviews," item yang dipesen : healty juice isi pisang jambu oat
harga : 20rb
deskripsi rasa : air , es dan sedikit jambu
akan beli lagi ?
sudah pasti engga",0,,,,
1540983263-117,https://www.zomato.com/id/bandung/bakso-boedjangan-ujungberung/reviews,"Excited banget untuk dateng kesini karna aku doyan bgt bakso & keju.
Dan di bakso boedjangan ini ada BAKSO SUPER KEJU! Wiiihh.. 
Langsung datanglah ke cabang yg di Ujungberung berhubung yg paling dekat
Dari tempatnya oke, nyaman, dan waktu itu lg gak terlalu rame.
Pesan bakso super keju dan minumnya greentea
Buat bakso kejunya lumayan enak. Mungkin next akan coba yg mozarella nya
Tapi.. Mi nya bok dikittt bangettt😭 cuman 3 suap aja udah abis. Porsi yg pelit bgt dengan harga segitu menurutku . Sementara foto di IG itu mi nya ga sesedikit itu (namanya juga promosi) hiks
Untuk greentea nya udah enak, pas sm selera aku, gak terlalu manis & gak terlalu pahit.
Overall cukup recomended kok makan disini, tp jgn kya akuu yg ber-ekspektasi terlalu tinggi😂",1,,,,
1540983265-123,https://www.zomato.com/id/bandung/pines-cafe-the-lodge-maribaya-lembang/reviews,"So so
Biasa² aja untuk kualitas makannnya..
Hanya tempatnya merupakan tempat strategis yaitu dekat pintu keluar..
Rasa makanan terasa agak aneh dan kurang kalau menurut saya dan teman²
Semoga bs diperbaiki resep makanan supaya kualitas pun oke",0,,,,
1540983275-158,https://www.zomato.com/id/bandung/yellow-truck-coffee-pasteur/reviews,"Mau ngopi dengan harga yang bersahabat ? Tp rasa tetap oke ? Trus mau ngemil atau makanan berat dengan harga masuk akal? 
Ini sih masuk ke list tempat buat itu , ngopi ditambah cemilan harganya masuk akal .",1,,,,
1540983263-119,https://www.zomato.com/id/bandung/bakso-boedjangan-ujungberung/reviews," kalau mau bawa pulang sebaiknya ditanyakan lagi yang bikin pesanan, sudah DUA kali (yang pertama di cabang pahlawan) pesan bakso keju yang didapet malah pake urat, gak bener nih.",0,,,,
1540983278-160,https://www.zomato.com/id/bandung/sushi-tei-sumurbandung,"  Kemaren dateng pas ultah sama temen.
Mesen crunchy lobster roll sama salmon mentai canape buat sushinya. Buat makanan utamanya mesen ebi juu sama grilled chicken ramen. Karena ultah juga dapet birthday cake yang terbuat dari sushi.
Salmon mentai canape nya enak, kerasa gurih dari si saos mentainya. Crunchy lobster roll nya juga enak, teksturnya crunchy di luar dan meleleh di dalem.
Prinsip luar crunchy dalem meleleh jg ada di ebi juu. Sumpah enak banget. Ramennya gede bahkan sampe kita harus abisin berdua, ujung-ujungnya kenyang bego.
Atmosfir tempatnya enak buat malem, dengan komposisi warna teduh dan pencahayaan remangnya. Service di sini juga bagus banget, waitress nya selalu memberi senyuman dan responsif.
5/5 would dine again!",1,,,,
1540983263-121,https://www.zomato.com/id/bandung/bakso-boedjangan-ujungberung/reviews,"  Saya lupa bulan berapa saya makan dsini tapi yg pasti saya makan di outlet Bandung dulu baru yg di Jakarta, karena di Jakarta rame banged2..
Saya sendiri pecinta Bakso, sedangkan pacar biasa aja,dan buat dia Bakso Boedjangan ga istimewa.. Kebalikannya saya, menurut saya Bakso Boedjangan itu enak, karena texture baksonya yg lembut dan mpuk banged..
Menu Favorit saya dsana ga lain adalah Nasi Bakso telur Asin, rasanya keterlaluan enaknya! Saya bisa banged ngabisin sepiring ini cuma 5 menit lol.. Mesti di coba sih, menurut saya ini salah satu menu rekomend yg ada di Bakso Boedjangan..",1,,,,
1540983280-173,https://www.zomato.com/id/bandung/mie-baso-akung-buahbatu/reviews," Lagi kepengen banget mie bakso akhirnya kesini. Pesan Mie yamin asin BP (bakso pangsit). Porsinya ternyata banyak banget!! Tekstur baksonya suka, agak padat gitu, mienya juga kenyal. Personally lebih suka yg manis daripada yg asin. 
Seporsinya 37ribu, pas lah sama banyaknya tapi yg bikin kaget es jeruknya 18ribu! Wow. Belum lagi ditambah ppn 10%. Sangat tidak bersahabat buat mahasiswa ya hahaha",1,,,,
1540983280-170,https://www.zomato.com/id/bandung/mie-baso-akung-buahbatu/reviews,"Super biasa aja dan nyesel pesen yang 1 porsi karena ternyata gede banget dan bikin eneg, padahal beli yang tanpa mie. Rasa juga biasa aja, terus mahal banget. Yang oke cuma es telernya 😑",0,,,,
1540983273-152,https://www.zomato.com/id/bandung/cekeran-midun-cicendo/reviews, rasanya enak tapi pesanannya SANGAT LAMA!!!!  mohon di perbaiki.karna sudah lama menunggu.kalo begini terus pelanggan jd malas untuk makan disini,0,,,,
1540983269-137,https://www.zomato.com/id/bandung/dago-bakery-lembang/reviews,"Saya pesen makanan nya pizza & nasi iga bakar. minum nya Lemon Squash. Katanya nasi iga bakar nya enak, tapi pas di rasa, kok dagingnya rada hangus sedikit jadi dominan rasa enaknya sama gosong, kecewa deh. Pizza nya enak, lembut walaupun pizza tipis tapi ttp empuk. Lemon Squash nya, lemon nya sedikit bgt. berasa minum sprite aja.
Nunggu makanan nya lumayan lama, minum dan pizza nya cepet. Tempat makan nya bersih dan bagus, sejuk banget. hanya saja toilet nya kurang banyak utk pengunjung yang bukan main2 isinya.
Tingkat pelayanan nya biasa aja, ada satu mas2 rambut mangkok diemin orang padahal nanya dan minta order. Pelayan nya cenderung sedikit ya, padahal pengunjung nya bnyk. Tingkatkan lagi Kualitas pelayanan nya & Waktu pemesanan nya.",0,,,,
1540983280-172,https://www.zomato.com/id/bandung/mie-baso-akung-buahbatu/reviews," Ini Mie Ayam yang wajib dikunjungin kl ke Bandung. Pelayannya juga ramah banget seneng bercandain. Jangan kesini Jumat ya, pasti tutup.
Porsi besar dan tasty, kuahnya gurih sedep. Kl makannya ngga banyak2 amat, mending 1/2 porsi aja mienya. Karena kalo pake isian jadi kaya makan 2 porsi. Siomay dan Pangsit rebusnya juara, lembut banget.
Sayang, kapasitas tempat makan dan luas parkir ngga sepadan. Buat es duren juga lebih gede bijinya dan kuahnya kurang tasty. Lebih enak es krim duren gerobak yang dijual di depan. Rujaknya juga cakep2 banget buahnya.",1,,,,
1540983278-163,https://www.zomato.com/id/bandung/sushi-tei-sumurbandung,"overall rasanya enak sesuai harganya lah, salmon disini cukup fresh. sushi tei sini kayanya jd sushi tei fav aku so far, soalnya ambiencenya enak gt tempatnya juga cukup luas",1,,,,
1540983267-133,https://www.zomato.com/id/bandung/warung-nasi-pengkolan-lembang/reviews,mampir krn liat menunya murah eh ternyata menunya ga update.. harganya mahal tp porsi sedikit. untungnya sihh sayur asemnya enak. lumayan buat segerin badan di malem hari abis capek jalan2 dr lembang.,1,,,,
1540983280-175,https://www.zomato.com/id/bandung/mie-baso-akung-buahbatu/reviews,"Love Everything’s about Akung
Yaminnya, Ceker nya, Bakso nya dan lain lain termasuk keramahan staff nya .. 
It’s something that brings me back and back again ..",1,,,,
1540983278-166,https://www.zomato.com/id/bandung/sushi-tei-sumurbandung," Pertama kali coba cabang yg disini ternyata cukup luas areanya, lagi libur merah juga kemarin jadi full bgt sampe waiting list tapiii ternyata disini servingnya cukup lama dibanding cabang lain. Diminta refill ocha aja bisa 10-15mnt baru dtg itu juga setelah diingetin lagi hahaha sad. Terus bbrp menu juga lama bgt dtgny sampe sejam lebihh setelah menu2 yg udah dtg dluan habisss.
Biasanya favorit sy salmon mentai canape tapi disuruh tmn cobain tuna mentai dan ternyata enak bgtttt, lebih lumer gitu rasany di mulut hahaha. Trs cobain cheesy roll juga, kurang pas sih rasany kalo sushi ada cheesenya. Dan pertama kalinyaaa nyobain sashimi hahaha biasanya ga berani nyobain yg mentah tp ternyata lucu juga rasany yg salmon, ya emg ga berasa apa2 sih cm kenyal2 gitu, yg lebih kerasa ya bumbu kecap kita hahaha. 
Tapi overall okelah.",1,,,,
1540983278-169,https://www.zomato.com/id/bandung/sushi-tei-sumurbandung,"Main kebandung diajak makan kesini, tempatnya enak nyaman terus makanannya juga enak enak ga rugi... Tempat parkirnya juga luas. Toiletnya yg penting bersih dan wangi.",1,,,,
1540983280-176,https://www.zomato.com/id/bandung/mie-baso-akung-buahbatu/reviews,"Udah sering banget kesinii tapi baru inget belum pernah revieww! Hehehe. Soo,here we go!🤗
🍜 Aku selalu pesan ""yamin manis"" di sinii,yang ukuran 1 porsii! Plus,topping pangsit rebus,somay,dan ceker!Hehehe. 
Ohiya,setiap kalian beli 1 porsi mie dan pilih topping2 yang kalian suka,topping tsb bakal di sajiin di mangkuk besar,yang bikin kalian mau teriak ""wowowoww!!"" 😂 karena memang melimpah banget tuh topping! Dan semua toppingnya enak! ENAK BANGET malah! 3 topping andalan ku sih ya itu tadiii! Hahahaha.
Lokasinya juga cukup beradab lah yaa.. ada toiletnya banyak dan ada mushalla nya juga❤️ cuma parkir nya aja yg masih agak susahh. 
Seriuus,kalian harus bgtbgtbgt coba mie ini! Ga ada nyesel nya sama sekali cuuy!💕 aku jamin kalian bakal jatuh cinta dan balik lagi!😂😘💕",1,,,,
1540983265-125,https://www.zomato.com/id/bandung/pines-cafe-the-lodge-maribaya-lembang/reviews,"Saya makan :
- Fish & Chip
- Fries
- Ice Cappuccino
- Strawberry Juice
- Orange Juice
Sebenarnya biasa biasa saja, tapi karena ambience nya bagus, fresh air, spectacural view, makanan tersebut jadi enak banget",1,,,,
1540983280-171,https://www.zomato.com/id/bandung/mie-baso-akung-buahbatu/reviews," ini enak si.
menurut gue, skrg susah bgt cari bakmi terkenal yg emang beneran enak.
yg ini gue serius ga kecewa.
pesen bakmi yamin sedeng (antara asin dan manis) komplit.
kuahnya bener2 ayam, bakso, pangsit, tahu, somaynya asli semua. porsinya juga banyak.
ini HALAL ya. dan emang enak bgt.
sangat rekomen sih buat kesini.
harga memang 50k sih, cuman rata rata bakmi terkenal emang seginian
kurangnya sih banyak micin. abis makan aus",1,,,,
1540983258-110,https://www.zomato.com/id/bandung/warunk-upnormal-lengkong/reviews,"  
                                Niatnya nyari tempat makan lain tapi tutup karna lagi Lebaran jadinya ya udah makan disini. Ternyata rame banget karna mungkin orang2 juga pada bingung cari makan kemana. Sy pesen rasa baru ada indomie soto lamongan pake kulit ayam. Rasanya enak sih kaya rasa soto biasa, ditambah sm kulit ayam tapi kurang crispy sih pernah pesen juga kulit ayam disini.Tapi karna lagi rame banget jadi agak lama nunggu makanan dateng, padahal udah late lunch 14.30 haha tapi ya wajarlah. Overall okelah.",1,,,,
1540983273-148,https://www.zomato.com/id/bandung/cekeran-midun-cicendo/reviews,"  
                                Ke Cekeran Midun pesen :
1. Cekeran setan merapi (level 4),
Kuahnya pedes (isi biji cabe banyak banget), hangat, dan beneran gurih sih..
2. Cekeran lapindo (level 5),
Cenderung pedes manis.. Tapi pedesnya ga berasa karna kuahnya manis banget kaya full kecap gitu..
Cekernya banyak banget (ga pake nasi aja kenyang), lembutt, sukaaa 💜
3. Minumnya ramuan cinta, kaya yoghurt strawberry.. 
Dan Blanka energy.. Banyak biji selasihnya.. Pas banget adem abis makan pedes2..
Harganya semuanya murah banget, ga nyesel kesini..",1,,,,
1540983273-149,https://www.zomato.com/id/bandung/cekeran-midun-cicendo/reviews,"  
                                cekernyaaa pedes tapi enakkkkk. tempatnya kurang gede tapi nyaman. harganya ga terlalu mahal dan porsinya banyakkk. menu nya juga ga cuma ceker tapi ada yang lain juga seperti wings, dll",1,,,,
1540983258-111,https://www.zomato.com/id/bandung/warunk-upnormal-lengkong/reviews,"  
                                Cobain menu baru indomie soto lamongan kulit, yah rasanya okelah lumayan cuma sayang kulitnya kurang renyah dan rasanya juga aneh. Satu lagi pesan indomie upnormal ya seperti biasa enak. Tempatnya sih lumayan, seatingnya luas dan parkirnya juga banyak.",1,,,,
1540983267-135,https://www.zomato.com/id/bandung/warung-nasi-pengkolan-lembang/reviews,"  
                                Makanannya sangat BIASA aja, ga worth it sama harga. Rasanya sama aja kayak makan di warung sunda pinggir jalan yg murah meriah.
Di menunya ga ditulis infonya kalo ayamnya ayam kampung, lagi laper udah berharap ayam biasa, ternyata ayam kampung yg notabene minim sekali dagingnya :(
Nasi tutug oncomnya menyedihkan, oncomnya kayak cuma 1 sendok makan untuk 2 centong nasi. Mending pesen nasi biasa.
Sayir asemnya juga kurang nendang. 
Padahal karena tempatnya rame banget, dikirain bakalan cucok. Kayanya tempat ini rame cuma gara2 deket farmhouse... sebagai orang sunda saya kecewa sama rasanya....
Maunya ngasih rating 1, tapi thumbs up buat waitressnya yg gercep dan sigap",0,,,,
1540983263-118,https://www.zomato.com/id/bandung/bakso-boedjangan-ujungberung/reviews,"  
                                Kepo sama bakso boedjangan, kebetulan di jakarta belom ada waktu itu, kalo skrg udah ada di jkt hehe
Pas tau bakso boedjangan, penasaran sama rasanya karna dari tampilan di Instagramnya dan food blogger bagus2 tampilannya, bikin menarik dan sukses bikin penasaran sama rasanya.
Pesen bakso keju sama nasi bakso teriyaki. Untuk rasanya hmmm dibilang enak banget ngga, dibilang ngga enak juga ngga, ya standar rasa baso gimana yah wkwk. Tapi kalo dibandingin harus milih makan di sini atau di mamang baso mangkal sih i prefer mamang baso aja hehehehe
Tapi boleh lah kalo lagi pengen bakso yg aneh2 kayak bakso keju, bakso teriyaki dll boleh diicip kesini",1,,,,
1540983269-142,https://www.zomato.com/id/bandung/dago-bakery-lembang/reviews,"  
                                I came to the cafe with high expectations because of the hype i’ve been seeing on Instagram. Only realizing it was a dissapointment, why? It took me 30mins to hail the waiter to take my order,  then i waited another 20-30 minutes to be informed that my order can’t be input to the system unless i waited for ANOTHER HOUR!
Seriously overhyped, might as well go to other restaurants. Jangan Jadi Korban Instagram Guys!",0,,,,
1540983271-144,https://www.zomato.com/id/bandung/anata-cafe-cicendo/reviews,"  
                                Tempat nya cukup unik dan punya ciri khas tersendiri, menu yang termasuk enak adalah meatball baked ricenya walaupun porsinya terbilang di bawah standar, apalagi kalau kita lagi ingin makan kenyang, untuk Appetizernya hampir semuanya enak, dari jamur sampai tahu cabai garamnya bikin nagih.",1,,,,
1540983260-116,https://www.zomato.com/id/bandung/bakso-boedjangan-lengkong/reviews,"  
                                Padahal bakso boedjangan yang ditebet dan rawamangun udah lama buka, eh malah nyobain yang jauh dibandung. 
Tempatnya bersih dan luas. Sejejeran sama aneka resto dan cafe. Kita pesan : 
- Bakso boedjangan Super Mozzarella 20,5
Tekstur dagingnya kerasa, ga terlalu soft tapi ga terlalu kenyal jg pas buat selera kekenyalan bakso saya. Hanya saja kurang gurih buat kuahnya, well mozzarella hanya sedikit sekali. 
- mie yamin healthy green
Failed banget. Seriously, hambar. Overcooked, mienya putus-putus. Kuahnya juga failed. Hanya bakso kecilnya yang enak. 
- nasi goreng bakso
Enak banget, gurih isi baksonya banyak, telurnya juga. Take away juga buat di hotel. 
- jus alpukat dancow
Gak terlalu manis, kentalnya pas. Enak bangettt
- Teh Tarik Hangat
Rasa Teh dan susunya seimbang.",0,,,,
1540983269-140,https://www.zomato.com/id/bandung/dago-bakery-lembang/reviews,"  
                                Suka banget pas nyampe sini, soalnya adem dan ada view nya juga. 
Jd pas masuk kita harus beli voucher gt, 1 orang minimal 1 voucher dg harga 10k. 
Tp voucher ini bisa buat beli makan, So dont worry, But aku liat kebanyakan ke sini cuma buat foto2 doang sih.
Aku pesan Batagor ama cireng, moslty di sini Indonesian food. 
Batagor nya Lumanyan karena bumbu kacang nya yg bikin jadi plus. 
Cireng nya yg garing bisa bikin nambah. 
Sama disini ada coffee shop juga, Jd kalo ada yg mau kopi juga bisa.",1,,,,
1540983278-168,https://www.zomato.com/id/bandung/sushi-tei-sumurbandung,"  
                always be my favorite sushi restaurant.. i'd rate 6/5! rasanya sejauh ini ga ada yg bisa ngalahin sushi tei untuk tempat makan sushi. udah coba beberapa tempat sushi lainnya dan selalu kembali lagi ke sushi tei. it's pricey, tapi sangatttt worth it, malah selalu bela belain sampe harus nyisihin uang supaya bisa makan banyak di sushi tei. apalagi kalo udah di sushi bar suka kalap. sayangnya sedikit pilihan sushi yg mateng-mateng, sehingga buat yang ga suka sushi mentah ga terlalu variatif pilihannya. semua bahannya fresh, pokonya ga pernah ngecewain. dan sushi tei sumatera menurutku tempat yg paling enak sih, karena luas. tapi sukajadi juga nyaman cuma lebih crowded dibanding dg sutei sumatera karena deket dg fo-fo. my favorite are chuka idako, tuna salad crispy mentai, salmon mentai canape, spicy haruyaki, dan baru-baru ini aku suka pesen saladnya.. ternyata salad is a must! ini bisa jd penetralisir in case kalian enek setelah banyak makan sushi selain netralisir pake jahe. untuk minuman sm dessertnya jg sgt pricey, jd aku jarang pesen. lebih baik dipake buat beli menu sushi lain drpd pesen beverages or dessertnya, karena minumnya cukup hot or cold ocha aja yg bisa refill sepuasnya! jgn lupa kalo dari h-7 sampe h+7 ulang tahun kalian bisa dtg kesini dan tunjukkin id card kalian buat dapetin free sushi birthday cake. never get enough of sushi tei :)",1,,,,
1540983275-155,https://www.zomato.com/id/bandung/yellow-truck-coffee-pasteur/reviews,"  
                                Place was Ok
Food was average
Coffee was average
Strategic place
Service was ok
Parking lot quite limited.
Price was worth it.
Nothing special just ordinary coffee stop by place.",1,,,,
1540983269-139,https://www.zomato.com/id/bandung/dago-bakery-lembang/reviews,"  
                                masuk sini harus pake kupon. 10ribu/orang. Bisa dituker untuk potongan makanan sih. Saya sampe sini jam 9., jam 9.30 lah selesai cari duduk dan pesen2 makan.  sampe saya posting belum ada pesenan yang dateng. >1jam. gue udah lemes foto2, masih blm dateng juga. niat sarapan sampe waktu makan siang blm dateng. 
entah sampai kapan kami harus menunggu makanan kami datang. super lama. 
udah gitu ribut suara tukang bangunan. masih ada yang ditutup2terpal. kalo belum siap buka mah jangan buka dulu kali (tadi aja ada rantai jatuh dari atas. untung kena pohon, gak kena orang) 
nih kalo ada bintang 0 gue kasi bintang 0 aja. 
m",0,,,,
1540983269-138,https://www.zomato.com/id/bandung/dago-bakery-lembang/reviews,"You need to buy the 10k voucher first. Nanti akan didiskon dari bill kalian. 
Lebih baik dtg kesini waktu pagi supaya tidak terlalu crowded ya untuk foto-foto. Untuk rasa, cukup enak tapi tolong tingkatkan dari sisi pelayanan ya. 
We are waiting for almost 1 hour only for chicken cordon bleu! Bahkan sebelum makanan kita datang, kita diminta untuk pindah ke tempat duduk lain. Langsung aku bilang, “makanan belum sampai kok sudah diusir ya? Daritadi saya duduk disini boleh, bahkan order darisini juga boleh kok..” 
Tempat bagus, makanan enak tapi kalau untuk masalah pelayanan, perlu lebih ditingkatkan.",0,,,,
1540983275-159,https://www.zomato.com/id/bandung/yellow-truck-coffee-pasteur/reviews,"  
                Kesampaian juga coba ini si Yellow Truck di kota kelahirannya di kota Bandung. Sebenarnya di Depok ini outlet sudah ada, tapi banyak yang bilang kalau di Depok, baik secara lokasi dan rasa, outlet disana kurang OK malah banyak yang saranin kalau mau coba yang enak ya ada di Bandung. OK, pas ada kesempatan ke Bandung langsung niatin buat coba, kebetulan waktu itu nemu di daerah Pasteur deket kampus Maranatha dan ternyata ini outlet baru. Sebenarnya udah kenyang sih, alhasil pengen coba yang ringan-ringan saja. 
Buat lunch gue cuma coba Spaghetti Carbonara (Rp30.000), rasanya menarik sih dan kuahnya itu gurih banget, gue kasih skor 3.5/5 untuk menu ini. Nah karena penasaran juga sama kopi nya, apalagi emang tempat ini cafe yang pastinya punya rasa menarik untuk kopi, gue coba pilih Yellow truck signature (Rp21.819), tentu karena nama signature nya itu makanya gue coba. Rasanya agak aneh menurut gue sih, campuran jeruk dan kopi dicampur es. Hmm agak mengecewakan rasanya, gue cuma bisa kasih skor 2.5/5. 
Secara keseluruhan outletnya menarik, rapih dan comfy. Ada ruang non smoking dan smoking area but tempat ini non AC loh ya. Ternyata Bandung dan Depok sama saja kok. Jadi g perlu ke Bandung buat nyoba khusus si Yellow Truck ini
So, overall score versi Eric: 3/5
Food: 3/5
Service: 3/5
Place: 3.5/5
Price: 3.5/5",1,,,,
